Α/Α,Γεωγρα-φικό επίπεδο,NUTS1,NUTS2,Γεωγραφικός κωδικός,Περιγραφή,Μόνιμος πληθυσμός
6237,7,2,31,22040403,Δημοτική Κοινότητα Βουναίνων,294
6238,8,2,31,2204040301,"Βούναινα,τα",249
6239,8,2,31,2204040302,"Άνω Βούναινα,τα",45
6240,7,2,31,22040404,Δημοτική Κοινότητα Δοξαρά,127
6241,8,2,31,2204040401,"Δοξαράς,ο",127
6242,7,2,31,22040405,Δημοτική Κοινότητα Κραννώνος,127
6243,8,2,31,2204040501,"Κραννών,ο",70
6244,8,2,31,2204040502,"Κάμπος,ο",57
6245,7,2,31,22040406,Δημοτική Κοινότητα Κυπαρίσσου,173
6246,8,2,31,2204040601,"Κυπάρισσος,η",159
6247,8,2,31,2204040602,"Αγία Παρασκευή,η",14
6248,7,2,31,22040407,Δημοτική Κοινότητα Μαυροβουνίου,190
6249,8,2,31,2204040701,"Μαυροβούνιον,το",187
6250,8,2,31,2204040702,"Κρύα Βρύση,η",3
6251,7,2,31,22040408,Δημοτική Κοινότητα Μικρού Βουνού,222
6252,8,2,31,2204040801,"Μικρόν Βουνόν,το",222
6253,7,2,31,22040409,Δημοτική Κοινότητα Ψυχικού,120
6254,8,2,31,2204040901,"Ψυχικόν,το",120
6255,6,2,31,220405,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΛΑΤΥΚΑΜΠΟΥ,7207
6256,7,2,31,22040501,Δημοτική Κοινότητα Πλατυκάμπου,1603
6257,8,2,31,2204050101,"Πλατύκαμπος,ο",1603
6258,7,2,31,22040502,Δημοτική Κοινότητα Γαλήνης,952
6259,8,2,31,2204050201,"Γαλήνη,η",952
6260,7,2,31,22040503,Δημοτική Κοινότητα Γλαύκης,582
6261,8,2,31,2204050301,"Γλαύκη,η",561
6262,8,2,31,2204050302,"Πρόδρομος,ο",21
6263,7,2,31,22040504,Δημοτική Κοινότητα Ελευθερίου,344
6264,8,2,31,2204050401,"Ελευθέριον,το",344
6265,7,2,31,22040505,Δημοτική Κοινότητα Μελίας,537
6266,8,2,31,2204050501,"Μελία,η",337
6267,8,2,31,2204050502,"Αναγέννησις,η",80
6268,8,2,31,2204050503,"Μόδεστος,ο",120
6269,7,2,31,22040506,Δημοτική Κοινότητα Μελισσοχωρίου,764
6270,8,2,31,2204050601,"Μελισσοχώριον,το",764
6271,7,2,31,22040507,Δημοτική Κοινότητα Ναμάτων,94
6272,8,2,31,2204050701,"Νάματα,τα",94
6273,7,2,31,22040508,Δημοτική Κοινότητα Ομορφοχωρίου,777
6274,8,2,31,2204050801,"Ομορφοχώριον,το",777
6275,7,2,31,22040509,Δημοτική Κοινότητα Χάλκης,1554
6276,8,2,31,2204050901,"Χάλκη,η",1554
6277,5,2,31,2205,ΔΗΜΟΣ ΤΕΜΠΩΝ,12007
6278,6,2,31,220501,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΑΚΡΥΧΩΡΙΟΥ,2379
6279,7,2,31,22050101,Δημοτική Κοινότητα Μακρυχωρίου,1663
6280,8,2,31,2205010101,"Μακρυχώριον,το",1591
6281,8,2,31,2205010102,"Γυρτώνη,η",72
6282,7,2,31,22050102,Δημοτική Κοινότητα Ελατείας,407
6283,8,2,31,2205010201,"Ελάτεια,η",407
6284,7,2,31,22050103,Δημοτική Κοινότητα Ευαγγελισμού Λαρίσης,107
6285,8,2,31,2205010301,"Ευαγγελισμός,ο",107
6286,7,2,31,22050104,Δημοτική Κοινότητα Παραποτάμου,202
6287,8,2,31,2205010401,"Παραπόταμος,ο",202
6288,6,2,31,220502,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΜΠΕΛΑΚΙΩΝ,377
6289,7,2,31,22050201,Δημοτική Κοινότητα Αμπελακίων,326
6290,8,2,31,2205020101,"Αμπελάκια,τα",326
6291,7,2,31,22050202,Δημοτική Κοινότητα Τεμπών,51
6292,8,2,31,2205020201,"Τέμπη,τα",51
6293,6,2,31,220503,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΓΟΝΝΩΝ,2110
6294,7,2,31,22050301,Δημοτική Κοινότητα Γόννων,1727
6295,8,2,31,2205030101,"Γόννοι,οι",1682
6296,8,2,31,2205030102,"Ελαία,η",45
6297,7,2,31,22050302,Δημοτική Κοινότητα Ιτέας,143
6298,8,2,31,2205030201,"Ιτέα,η",143
6299,7,2,31,22050303,Δημοτική Κοινότητα Καλλιπεύκης,240
6300,8,2,31,2205030301,"Καλλιπεύκη,η",240
6301,6,2,31,220504,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΤΩ ΟΛΥΜΠΟΥ,3196
6302,7,2,31,22050401,Δημοτική Κοινότητα Πυργετού,1373
6303,8,2,31,2205040101,"Πυργετός,ο",1373
6304,7,2,31,22050402,Δημοτική Κοινότητα Αιγάνης,1021
6305,8,2,31,2205040201,"Αιγάνη,η",487
6306,8,2,31,2205040202,"Καστρί Λουτρό,το",79
6307,8,2,31,2205040203,"Κάτω Αιγάνη,η",109
6308,8,2,31,2205040204,"Νέα Μεσάγκαλα,τα",331
6309,8,2,31,2205040205,"Παπαπούλι,το",15
6310,7,2,31,22050403,Δημοτική Κοινότητα Κρανέας,297
6311,8,2,31,2205040301,"Κρανέα,η",137
6312,8,2,31,2205040302,"Κουλούρα,η",105
6313,8,2,31,2205040303,"Μαθητικαί Κατασκηνώσεις,αι",0
6314,8,2,31,2205040304,"Παραλία Κουλούρας,η",55
6315,7,2,31,22050404,Δημοτική Κοινότητα Ραψάνης,505
6316,8,2,31,2205040401,"Ραψάνη,η",400
6317,8,2,31,2205040402,"Άγιος Κωνσταντίνος,ο",23
6318,8,2,31,2205040403,"Περαταριά,η",82
6319,6,2,31,220505,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΕΣΣΩΝΟΣ,3945
6320,7,2,31,22050501,Δημοτική Κοινότητα Συκουρίου,1883
6321,8,2,31,2205050101,"Συκούριον,το",1883
6322,7,2,31,22050502,Δημοτική Κοινότητα Καλοχωρίου,698
6323,8,2,31,2205050201,"Καλοχώριον,το",525
6324,8,2,31,2205050202,"Χειμάδιον,το",173
6325,7,2,31,22050503,Δημοτική Κοινότητα Κυψελοχωρίου,96
6326,8,2,31,2205050301,"Κυψελοχώριον,το",96
6327,7,2,31,22050504,Δημοτική Κοινότητα Νέσσωνος,103
6328,8,2,31,2205050401,"Νέσσων,ο",103
6329,8,2,31,2205050402,"Κόρακας,ο",0
6330,7,2,31,22050505,Δημοτική Κοινότητα Όσσης,481
6331,8,2,31,2205050501,"Όσσα,η",481
6332,7,2,31,22050506,Δημοτική Κοινότητα Πουρναρίου,432
6333,8,2,31,2205050601,"Πουρνάριον,το",432
6334,7,2,31,22050507,Δημοτική Κοινότητα Σπηλιάς,252
6335,8,2,31,2205050701,"Σπηλιά,η",252
6336,5,2,31,2206,ΔΗΜΟΣ ΤΥΡΝΑΒΟΥ,22280
6337,6,2,31,220601,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΥΡΝΑΒΟΥ,15023
6338,7,2,31,22060101,Δημοτική Κοινότητα Τυρνάβου,11210
6339,8,2,31,2206010101,"Τύρναβος,ο",10027
6340,8,2,31,2206010102,"Κριτήρι,το",1096
6341,8,2,31,2206010103,"Λυγαριά,η",53
6342,8,2,31,2206010104,"Περαχώρα,η",34
6343,7,2,31,22060102,Δημοτική Κοινότητα Αργυροπουλείου,1311
6344,8,2,31,2206010201,"Αργυροπούλειον,το",1302
6345,8,2,31,2206010202,"Άνω Αργυροπούλειον,το",0
6346,8,2,31,2206010203,"Βοτανοχώριον,το",9
6347,7,2,31,22060103,Δημοτική Κοινότητα Δαμασίου,1215
6348,8,2,31,2206010301,"Δαμάσιον,το",1164
6349,8,2,31,2206010302,"Δαμασούλιον,το",51
6350,7,2,31,22060104,Δημοτική Κοινότητα Δένδρων Τυρνάβου,1287
6351,8,2,31,2206010401,"Αγία Σοφία,η",98
6352,8,2,31,2206010402,"Δένδρα,τα",722
6353,8,2,31,2206010403,"Πλατανούλια,τα",467
6354,6,2,31,220602,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΜΠΕΛΩΝΟΣ,7257
6355,7,2,31,22060201,Δημοτική Κοινότητα Αμπελώνος,5590
6356,8,2,31,2206020101,"Αμπελών,ο",5590
6357,7,2,31,22060202,Δημοτική Κοινότητα Βρυοτόπου,557
6358,8,2,31,2206020201,"Βρυότοπος,ο",545
6359,8,2,31,2206020202,"Μικρόλιθος,ο",12
6360,7,2,31,22060203,Δημοτική Κοινότητα Δελερίων,482
6361,8,2,31,2206020301,"Δελέρια,τα",482
6362,7,2,31,22060204,Δημοτική Κοινότητα Ροδιάς,628
6363,8,2,31,2206020401,"Ροδιά,η",628
6364,5,2,31,2207,ΔΗΜΟΣ ΦΑΡΣΑΛΩΝ,16341
6365,6,2,31,220701,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΦΑΡΣΑΛΩΝ,9520
6366,7,2,31,22070101,Δημοτική Κοινότητα Φαρσάλων,9027
6367,8,2,31,2207010101,"Φάρσαλα,τα",8978
6368,8,2,31,2207010102,"Ρύζιον,το",0
6369,8,2,31,2207010103,"Σταθμός,ο",24
6370,8,2,31,2207010104,"Χαϊδάρια,τα",25
6371,7,2,31,22070102,Δημοτική Κοινότητα Αχιλλείου,164
6372,8,2,31,2207010201,"Αχίλλειον,το",164
6373,7,2,31,22070103,Δημοτική Κοινότητα Βρυσιών,329
6374,8,2,31,2207010301,"Βρυσιά,τα",329
6375,6,2,31,220702,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΝΙΠΠΕΑ,2618
6376,7,2,31,22070201,Δημοτική Κοινότητα Μεγάλου Ευυδρίου,490
6377,8,2,31,2207020101,"Μέγα Ευύδριον,το",140
6378,8,2,31,2207020102,"Ελληνικόν,το",94
6379,8,2,31,2207020103,"Λόφος,ο",91
6380,8,2,31,2207020104,"Μικρό Ευύδριο,το",128
6381,8,2,31,2207020105,"Πυργάκια,τα",37
6382,7,2,31,22070202,Δημοτική Κοινότητα Αγίου Γεωργίου Φαρσάλων,151
6383,8,2,31,2207020201,"Άγιος Γεώργιος,ο",151
6384,7,2,31,22070203,Δημοτική Κοινότητα Βασιλή,286
6385,8,2,31,2207020301,"Βασιλής,ο",286
6386,7,2,31,22070204,Δημοτική Κοινότητα Κατωχωρίου,280
6387,8,2,31,2207020401,"Κατωχώριον,το",142
6388,8,2,31,2207020402,"Ανωχώριον,το",138
6389,7,2,31,22070205,Δημοτική Κοινότητα Κρήνης,423
6390,8,2,31,2207020501,"Κρήνη,η",405
6391,8,2,31,2207020502,"Αύρα,η",18
6392,7,2,31,22070206,Δημοτική Κοινότητα Πολυνερίου,265
6393,8,2,31,2207020601,"Πολυνέριον,το",265
6394,7,2,31,22070207,Δημοτική Κοινότητα Σταυρού,465
6395,8,2,31,2207020701,"Σταυρός,ο",465
6396,7,2,31,22070208,Δημοτική Κοινότητα Υπερείας,258
6397,8,2,31,2207020801,"Υπέρεια,η",258
6398,6,2,31,220703,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΑΡΘΑΚΙΟΥ,989
6399,7,2,31,22070301,Δημοτική Κοινότητα Ναρθακίου,341
6400,8,2,31,2207030101,"Ναρθάκιον,το",310
6401,8,2,31,2207030102,"Καστράκιον,το",31
6402,7,2,31,22070302,Δημοτική Κοινότητα Δένδρων Φαρσάλων,27
6403,8,2,31,2207030201,"Δένδρα,τα",27
6404,7,2,31,22070303,Δημοτική Κοινότητα Διλόφου Φαρσάλων,213
6405,8,2,31,2207030301,"Δίλοφον,το",213
6406,7,2,31,22070304,Δημοτική Κοινότητα Καλλιθέας Φαρσάλων,179
6407,8,2,31,2207030401,"Καλλιθέα,η",31
6408,8,2,31,2207030402,"Άγιος Αντώνιος,ο",71
6409,8,2,31,2207030403,"Δενδροχώριον,το",27
6410,8,2,31,2207030404,"Κοκκίνω,η",41
6411,8,2,31,2207030405,"Πλάτανος,ο",9
6412,7,2,31,22070305,Δημοτική Κοινότητα Σκοπιάς,229
6413,8,2,31,2207030501,"Σκοπιά,η",229
6414,6,2,31,220704,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΟΛΥΔΑΜΑΝΤΑ,3214
6415,7,2,31,22070401,Δημοτική Κοινότητα Βαμβακούς,691
6416,8,2,31,2207040101,"Βαμβακού,η",669
6417,8,2,31,2207040102,"Δενδράκιον,το",22
6418,8,2,31,2207040103,"Σερίφης,ο",0
6419,7,2,31,22070402,Δημοτική Κοινότητα Αμπελείας,204
6420,8,2,31,2207040201,"Αμπελεία,η",204
6421,7,2,31,22070403,Δημοτική Κοινότητα Δασολόφου,211
6422,8,2,31,2207040301,"Δασόλοφος,ο",176
6423,8,2,31,2207040302,"Κάτω Δασόλοφος,ο",35
6424,7,2,31,22070404,Δημοτική Κοινότητα Ερετρίας,421
6425,8,2,31,2207040401,"Ερέτρια,η",114
6426,8,2,31,2207040402,"Άγιος Χαράλαμπος,ο",23
6427,8,2,31,2207040403,"Αργιθέα,η",60
6428,8,2,31,2207040404,"Ασπρόγεια,η",111
6429,8,2,31,2207040405,"Παλαιόμυλος,ο",113
6430,7,2,31,22070405,Δημοτική Κοινότητα Ζωοδόχου Πηγής,142
6431,8,2,31,2207040501,"Ζωοδόχος Πηγή,η",142
6432,7,2,31,22070406,Δημοτική Κοινότητα Κάτω Βασιλικών,200
6433,8,2,31,2207040601,"Κάτω Βασιλικά,τα",106
6434,8,2,31,2207040602,"Άνω Βασιλικά,τα",94
6435,7,2,31,22070407,Δημοτική Κοινότητα Νεράιδας,122
6436,8,2,31,2207040701,"Νεράιδα,η",98
6437,8,2,31,2207040702,"Ξυλάδες,οι",24
6438,7,2,31,22070408,Δημοτική Κοινότητα Πολυδαμείου,204
6439,8,2,31,2207040801,"Πολυδάμειον,το",109
6440,8,2,31,2207040802,"Ρήγαιον,το",95
6441,7,2,31,22070409,Δημοτική Κοινότητα Ρευματιάς,144
6442,8,2,31,2207040901,"Ρευματιά,η",144
6443,7,2,31,22070410,Δημοτική Κοινότητα Σιτοχώρου,286
6444,8,2,31,2207041001,"Σιτόχωρον,το",286
6445,7,2,31,22070411,Δημοτική Κοινότητα Σκοτούσσης,310
6446,8,2,31,2207041101,"Σκοτούσσα,η",101
6447,8,2,31,2207041102,"Αγία Τριάς,η",26
6448,8,2,31,2207041103,"Άγιος Κωνσταντίνος,ο",115
6449,8,2,31,2207041104,"Άνω Σκοτούσσα,η",1
6450,8,2,31,2207041105,"Θετίδιον,το",67
6451,7,2,31,22070412,Δημοτική Κοινότητα Χαλκιάδων,279
6452,8,2,31,2207041201,"Χαλκιάδες,οι",279
6453,4,2,31,23,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΔΙΤΣΑΣ,106305
6454,5,2,31,2301,ΔΗΜΟΣ ΚΑΡΔΙΤΣΑΣ,55979
6455,6,2,31,230101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΡΔΙΤΣΑΣ,44700
6456,7,2,31,23010101,Δημοτική Κοινότητα Καρδίτσης,40272
6457,8,2,31,2301010101,"Καρδίτσα,η",38999
6458,8,2,31,2301010102,"Μαύρικα,τα",1273
6459,7,2,31,23010102,Δημοτική Κοινότητα Αγιοπηγής,307
6460,8,2,31,2301010201,"Αγιοπηγή,η",307
6461,7,2,31,23010103,Δημοτική Κοινότητα Αρτεσιανού,1104
6462,8,2,31,2301010301,"Αρτεσιανόν,το",1104
6463,7,2,31,23010104,Δημοτική Κοινότητα Καρδιτσομαγούλας,1950
6464,8,2,31,2301010401,"Καρδιτσομαγούλα,η",1950
6465,7,2,31,23010105,Δημοτική Κοινότητα Παλαιοκκλησίου,609
6466,8,2,31,2301010501,"Παλαιοκκλήσιον,το",595
6467,8,2,31,2301010502,"Παραγωγικόν,το",14
6468,7,2,31,23010106,Δημοτική Κοινότητα Ρούσσου,458
6469,8,2,31,2301010601,"Ρούσσον,το",458
6470,6,2,31,230102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΙΤΑΜΟΥ,2781
6471,7,2,31,23010201,Δημοτική Κοινότητα Καλλιθήρου,797
6472,8,2,31,2301020101,"Καλλίθηρον,το",797
6473,7,2,31,23010202,Δημοτική Κοινότητα Αμαράντου,180
6474,8,2,31,2301020201,"Αμάραντος,ο",153
6475,8,2,31,2301020202,"Κούτσουρον,το",27
6476,7,2,31,23010203,Δημοτική Κοινότητα Αμπελικού,257
6477,8,2,31,2301020301,"Αμπελικόν,το",257
6478,7,2,31,23010204,Δημοτική Κοινότητα Καροπλεσίου,486
6479,8,2,31,2301020401,"Καροπλέσιον,το",254
6480,8,2,31,2301020402,"Αγία Αγάθη,η",46
6481,8,2,31,2301020403,"Ανθηρόν,το",105
6482,8,2,31,2301020404,"Γιαννουσαίικα,τα",70
6483,8,2,31,2301020405,"Κουκκαίικα,τα",11
6484,7,2,31,23010205,Δημοτική Κοινότητα Καστανέας,294
6485,8,2,31,2301020501,"Καστανέα,η",197
6486,8,2,31,2301020502,"Κουτσοπάπουλος,ο",10
6487,8,2,31,2301020503,"Μούχα,η",87
6488,7,2,31,23010206,Δημοτική Κοινότητα Καταφυγίου,217
6489,8,2,31,2301020601,"Καταφύγιον,το",217
6490,7,2,31,23010207,Δημοτική Κοινότητα Νεράιδας,274
6491,8,2,31,2301020701,"Νεράιδα,η",136
6492,8,2,31,2301020702,"Μέγας Λάκκος,ο",3
6493,8,2,31,2301020703,"Σαραντάπορον,το",135
6494,7,2,31,23010208,Δημοτική Κοινότητα Ραχούλας,276
6495,8,2,31,2301020801,"Ραχούλα,η",244
6496,8,2,31,2301020802,"Ζωγρί,το",30
6497,8,2,31,2301020803,"Ίταμος,ο",0
6498,8,2,31,2301020804,"Παλαιοζογλόπι,το",2
6499,6,2,31,230103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΛΛΙΦΩΝΟΥ,1991
6500,7,2,31,23010301,Δημοτική Κοινότητα Καλλιφωνίου,830
6501,8,2,31,2301030101,"Καλλιφώνιον,το",823
6502,8,2,31,2301030102,"Μαυρονέριον,το",7
6503,7,2,31,23010302,Δημοτική Κοινότητα Απιδέας,218
6504,8,2,31,2301030201,"Απιδέα,η",212
6505,8,2,31,2301030202,"Αμπελάκια,τα",6
6506,7,2,31,23010303,Δημοτική Κοινότητα Δαφνοσπηλιάς,186
6507,8,2,31,2301030301,"Δαφνοσπηλιά,η",186
6508,7,2,31,23010304,Δημοτική Κοινότητα Ζαϊμίου,319
6509,8,2,31,2301030401,"Ζαΐμιον,το",319
6510,7,2,31,23010305,Δημοτική Κοινότητα Μολόχας,159
6511,8,2,31,2301030501,"Μολόχα,η",159
6512,7,2,31,23010306,Δημοτική Κοινότητα Παλιουρίου,279
6513,8,2,31,2301030601,"Παλιούριον,το",279
6514,6,2,31,230104,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΜΠΟΥ,3615
6515,7,2,31,23010401,Δημοτική Κοινότητα Σταυρού,668
6516,8,2,31,2301040101,"Σταυρός,ο",668
6517,7,2,31,23010402,Δημοτική Κοινότητα Αγίου Θεοδώρου,620
6518,8,2,31,2301040201,"Άγιος Θεόδωρος,ο",620
6519,7,2,31,23010403,Δημοτική Κοινότητα Μακρυχωρίου,697
6520,8,2,31,2301040301,"Μακρυχώριον,το",697
6521,7,2,31,23010404,Δημοτική Κοινότητα Μελίσσης,199
6522,8,2,31,2301040401,"Μέλισσα,η",199
6523,7,2,31,23010405,Δημοτική Κοινότητα Μυρίνης,589
6524,8,2,31,2301040501,"Μύρινα,η",589
6525,7,2,31,23010406,Δημοτική Κοινότητα Προδρόμου,645
6526,8,2,31,2301040601,"Πρόδρομος,ο",645
6527,7,2,31,23010407,Δημοτική Κοινότητα Πτελοπούλας,197
6528,8,2,31,2301040701,"Πτελοπούλα,η",197
6529,6,2,31,230105,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΗΤΡΟΠΟΛΗΣ,2892
6530,7,2,31,23010501,Δημοτική Κοινότητα Μητρόπολης,1113
6531,8,2,31,2301050101,"Μητρόπολις,η",1113
6532,7,2,31,23010502,Δημοτική Κοινότητα Αγίου Γεωργίου,311
6533,8,2,31,2301050201,"Άγιος Γεώργιος,ο",311
6534,7,2,31,23010503,Δημοτική Κοινότητα Γεωργικού,293
6535,8,2,31,2301050301,"Γεωργικόν,το",293
6536,7,2,31,23010504,Δημοτική Κοινότητα Κρύας Βρύσης,373
6537,8,2,31,2301050401,"Κρύα Βρύση,η",373
6538,7,2,31,23010505,Δημοτική Κοινότητα Ξινονερίου,392
6539,8,2,31,2301050501,"Ξινονέριον,το",392
6540,7,2,31,23010506,Δημοτική Κοινότητα Πορτίτσης,96
6541,8,2,31,2301050601,"Πορτίτσα,η",80
6542,8,2,31,2301050602,"Πανόραμα,το",16
6543,7,2,31,23010507,Δημοτική Κοινότητα Φράγκου,314
6544,8,2,31,2301050701,"Φράγκον,το",314
6545,5,2,31,2302,ΔΗΜΟΣ ΑΡΓΙΘΕΑΣ,3496
6546,6,2,31,230201,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΡΓΙΘΕΑΣ,1421
6547,7,2,31,23020101,Δημοτική Κοινότητα Ανθηρού,638
6548,8,2,31,2302010101,"Ανθηρόν,το",236
6549,8,2,31,2302010102,"Άγιοι Απόστολοι,οι",17
6550,8,2,31,2302010103,"Κούκκος,ο",34
6551,8,2,31,2302010104,"Κριτσάριον,το",27
