,,,,Σύνολο κτιρίων αποκλειστικής χρήσης,Αποκλειστική χρήση κτιρίων,,,,,,,,,,,,,,,Σύνολο κτιρίων μεικτής χρήσης,Κύρια χρήση κτιρίων μεικτής χρήσης,,,,,,,,,,,,,,
,,,,,Κατοικία,Θρησκευτικός χώρος,Ξενοδοχείο ή άλλου είδους τουριστική εγκατάσταση,Εργοστάσιο-εργαστήριο,Σχολικό κτίριο,Φροντιστήριο,"Κοινωνικής πρόνοιας (π.χ παιδικός σταθμός, οίκος ευγηρίας)",Αστυνομικός ή πυροσβεστικός σταθμός,Σωφρονιστικό ίδρυμα,Δημόσια υπηρεσία (γραφεία),Κατάστημα-γραφείο,Χώρος θεαμάτων-συνεδριακός χώρος-μουσείο-βιβλιοθήκη,Σταθμός αυτοκινήτων (πάρκινγκ),Νοσοκομείο-κλινική,Άλλη χρήση,,Κατοικία,Θρησκευτικός χώρος,Ξενοδοχείο ή άλλου είδους τουριστική εγκατάσταση,Εργοστάσιο-εργαστήριο,Σχολικό κτίριο,Φροντιστήριο,"Κοινωνικής πρόνοιας (π.χ παιδικός σταθμός, οίκος ευγηρίας)",Αστυνομικός ή πυροσβεστικός σταθμός,Σωφρονιστικό ίδρυμα,Δημόσια υπηρεσία (γραφεία),Κατάστημα-γραφείο,Χώρος θεαμάτων-συνεδριακός χώρος-μουσείο-βιβλιοθήκη,Σταθμός αυτοκινήτων (πάρκινγκ),Νοσοκομείο-κλινική,Άλλη χρήση
7,11210010205,Δημοτική Κοινότητα Περαίας,324,270,125,3,0,1,1,0,1,0,0,0,4,1,0,0,134,54,52,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,1121001020501,"Περαία,η",324,270,125,3,0,1,1,0,1,0,0,0,4,1,0,0,134,54,52,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,1121002,ΔΗΜΟΣ ΑΛΜΩΠΙΑΣ,16500,13544,7905,113,96,120,92,1,22,5,0,45,460,24,0,1,4660,2956,2784,1,17,18,0,3,0,0,0,4,123,1,0,0,5
6,112100201,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΡΙΔΑΙΑΣ,10915,8466,4727,79,95,94,61,0,15,3,0,38,364,14,0,1,2975,2449,2304,1,16,16,0,3,0,0,0,2,101,1,0,0,5
7,11210020101,Δημοτική Κοινότητα Αριδαίας,2148,1636,995,10,1,30,20,0,4,1,0,19,131,2,0,1,422,512,460,0,0,4,0,2,0,0,0,0,43,1,0,0,2
8,1121002010101,"Αριδαία,η",1771,1283,804,7,1,29,19,0,4,1,0,19,121,2,0,1,275,488,437,0,0,4,0,2,0,0,0,0,42,1,0,0,2
8,1121002010102,"Υδραία,η",377,353,191,3,0,1,1,0,0,0,0,0,10,0,0,0,147,24,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,11210020102,Δημοτική Κοινότητα Αλώρου,278,209,139,2,0,2,1,0,0,0,0,1,4,2,0,0,58,69,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121002010201,"Άλωρος,η",278,209,139,2,0,2,1,0,0,0,0,1,4,2,0,0,58,69,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210020103,Δημοτική Κοινότητα Αψάλου,790,558,332,6,0,4,2,0,0,1,0,1,24,2,0,0,186,232,220,0,0,5,0,0,0,0,0,0,7,0,0,0,0
8,1121002010301,"Άψαλος,η",790,558,332,6,0,4,2,0,0,1,0,1,24,2,0,0,186,232,220,0,0,5,0,0,0,0,0,0,7,0,0,0,0
7,11210020104,Δημοτική Κοινότητα Βορεινού,798,666,409,3,0,5,5,0,0,0,0,0,31,0,0,0,213,132,129,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8,1121002010401,"Βορεινόν,το",513,432,268,1,0,4,3,0,0,0,0,0,21,0,0,0,135,81,78,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8,1121002010402,"Νεοχώριον,το",285,234,141,2,0,1,2,0,0,0,0,0,10,0,0,0,78,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210020105,Δημοτική Κοινότητα Γαρεφείου,369,251,137,2,0,0,2,0,0,0,0,0,5,0,0,0,105,118,117,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,1121002010501,"Γαρέφειον,το",369,251,137,2,0,0,2,0,0,0,0,0,5,0,0,0,105,118,117,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,11210020106,Δημοτική Κοινότητα Δωροθέας,472,365,186,8,0,2,3,0,0,0,0,1,14,0,0,0,151,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121002010601,"Δωροθέα,η",402,300,162,5,0,1,2,0,0,0,0,1,13,0,0,0,116,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121002010602,"Αγάθη,η",70,65,24,3,0,1,1,0,0,0,0,0,1,0,0,0,35,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210020107,Δημοτική Κοινότητα Λουτρακίου,771,519,156,6,82,8,3,0,2,0,0,2,38,2,0,0,220,252,235,0,6,0,0,0,0,0,0,0,11,0,0,0,0
8,1121002010701,"Λουτράκιον,το",738,488,156,5,76,7,3,0,2,0,0,2,20,0,0,0,217,250,235,0,6,0,0,0,0,0,0,0,9,0,0,0,0
8,1121002010702,"Λουτρά Λουτρακίου,τα",33,31,0,1,6,1,0,0,0,0,0,0,18,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,11210020108,Δημοτική Κοινότητα Λυκοστόμου,301,211,98,2,2,2,1,0,0,0,0,1,3,0,0,0,102,90,88,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,1121002010801,"Λυκόστομον,το",301,211,98,2,2,2,1,0,0,0,0,1,3,0,0,0,102,90,88,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,11210020109,Δημοτική Κοινότητα Μεγαπλατάνου,380,345,219,3,0,1,3,0,1,0,0,1,5,0,0,0,112,35,31,0,0,1,0,0,0,0,0,0,2,0,0,0,1
8,1121002010901,"Μεγαπλάτανος,ο",264,235,127,2,0,1,2,0,1,0,0,1,5,0,0,0,96,29,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8,1121002010902,"Μοναστηράκιον,το",116,110,92,1,0,0,1,0,0,0,0,0,0,0,0,0,16,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,11210020110,Δημοτική Κοινότητα Ξιφιανής,385,202,132,1,0,1,2,0,1,0,0,1,8,2,0,0,54,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121002011001,"Ξιφιανή,η",385,202,132,1,0,1,2,0,1,0,0,1,8,2,0,0,54,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210020111,Δημοτική Κοινότητα Όρμης,276,244,180,1,9,6,2,0,2,1,0,0,4,2,0,0,37,32,15,0,10,1,0,0,0,0,0,0,6,0,0,0,0
8,1121002011101,"Όρμα,η",276,244,180,1,9,6,2,0,2,1,0,0,4,2,0,0,37,32,15,0,10,1,0,0,0,0,0,0,6,0,0,0,0
7,11210020112,Δημοτική Κοινότητα Πιπεριών,426,339,176,4,0,8,2,0,0,0,0,1,7,0,0,0,141,87,84,0,0,2,0,0,0,0,0,0,1,0,0,0,0
8,1121002011201,"Πιπεριαί,αι",426,339,176,4,0,8,2,0,0,0,0,1,7,0,0,0,141,87,84,0,0,2,0,0,0,0,0,0,1,0,0,0,0
7,11210020113,Δημοτική Κοινότητα Πολυκαρπίου,678,513,318,7,1,1,5,0,0,0,0,0,18,0,0,0,163,165,161,0,0,0,0,0,0,0,0,1,3,0,0,0,0
8,1121002011301,"Πολυκάρπιον,το",678,513,318,7,1,1,5,0,0,0,0,0,18,0,0,0,163,165,161,0,0,0,0,0,0,0,0,1,3,0,0,0,0
7,11210020114,Δημοτική Κοινότητα Προμάχων,1094,939,475,19,0,12,3,0,3,0,0,4,23,1,0,0,399,155,138,0,0,0,0,1,0,0,0,0,16,0,0,0,0
8,1121002011401,"Πρόμαχοι,οι",1094,939,475,19,0,12,3,0,3,0,0,4,23,1,0,0,399,155,138,0,0,0,0,1,0,0,0,0,16,0,0,0,0
7,11210020115,Δημοτική Κοινότητα Σαρακηνών,276,201,77,1,0,0,3,0,0,0,0,2,2,0,0,0,116,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121002011501,"Σαρακηνοί,οι",211,156,57,1,0,0,3,0,0,0,0,2,2,0,0,0,91,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121002011502,"Κάτω Κορυφή,η",65,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210020116,Δημοτική Κοινότητα Σωσάνδρας,746,569,287,1,0,11,2,0,1,0,0,1,30,1,0,0,235,177,167,0,0,3,0,0,0,0,0,0,6,0,0,0,1
8,1121002011601,"Σωσάνδρα,η",746,569,287,1,0,11,2,0,1,0,0,1,30,1,0,0,235,177,167,0,0,3,0,0,0,0,0,0,6,0,0,0,1
7,11210020117,Δημοτική Κοινότητα Τσάκων,727,699,411,3,0,1,2,0,1,0,0,3,17,0,0,0,261,28,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,1121002011701,"Τσάκοι,οι",727,699,411,3,0,1,2,0,1,0,0,3,17,0,0,0,261,28,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6,112100202,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΞΑΠΛΑΤΑΝΟΥ,5585,5078,3178,34,1,26,31,1,7,2,0,7,96,10,0,0,1685,507,480,0,1,2,0,0,0,0,0,2,22,0,0,0,0
7,11210020201,Δημοτική Κοινότητα Εξαπλατάνου,1048,880,488,2,0,5,7,1,0,1,0,1,25,0,0,0,350,168,159,0,0,1,0,0,0,0,0,1,7,0,0,0,0
8,1121002020101,"Εξαπλάτανος,ο",1048,880,488,2,0,5,7,1,0,1,0,1,25,0,0,0,350,168,159,0,0,1,0,0,0,0,0,1,7,0,0,0,0
7,11210020202,Δημοτική Κοινότητα Αρχαγγέλου,524,510,326,5,0,4,2,0,2,0,0,0,6,2,0,0,163,14,11,0,1,0,0,0,0,0,0,0,2,0,0,0,0
8,1121002020201,"Αρχάγγελος,ο",524,510,326,5,0,4,2,0,2,0,0,0,6,2,0,0,163,14,11,0,1,0,0,0,0,0,0,0,2,0,0,0,0
7,11210020203,Δημοτική Κοινότητα Θεοδωρακείου,409,329,178,2,0,1,3,0,0,0,0,0,7,1,0,0,137,80,77,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8,1121002020301,"Θεοδωράκειον,το",409,329,178,2,0,1,3,0,0,0,0,0,7,1,0,0,137,80,77,0,0,0,0,0,0,0,0,0,3,0,0,0,0
7,11210020204,Δημοτική Κοινότητα Θηριοπέτρας,226,223,165,2,0,0,2,0,0,0,0,1,3,1,0,0,49,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121002020401,"Θηριόπετρα,η",226,223,165,2,0,0,2,0,0,0,0,1,3,1,0,0,49,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210020205,Δημοτική Κοινότητα Ίδας,421,419,242,2,0,2,3,0,0,0,0,0,3,1,0,0,166,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121002020501,"Ίδα,η",421,419,242,2,0,2,3,0,0,0,0,0,3,1,0,0,166,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210020206,Δημοτική Κοινότητα Κωνσταντίας,391,388,298,3,0,1,1,0,0,0,0,0,6,0,0,0,79,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,1121002020601,"Κωνσταντία,η",391,388,298,3,0,1,1,0,0,0,0,0,6,0,0,0,79,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,11210020207,Δημοτική Κοινότητα Μηλέας,751,592,331,4,0,1,2,0,1,0,0,0,7,2,0,0,244,159,154,0,0,1,0,0,0,0,0,0,4,0,0,0,0
8,1121002020701,"Μηλέα,η",452,364,189,2,0,0,1,0,1,0,0,0,5,1,0,0,165,88,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1121002020702,"Ριζοχώριον,το",299,228,142,2,0,1,1,0,0,0,0,0,2,1,0,0,79,71,67,0,0,1,0,0,0,0,0,0,3,0,0,0,0
7,11210020208,Δημοτική Κοινότητα Νερομύλων,182,180,112,3,0,2,3,0,0,0,0,1,1,0,0,0,58,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121002020801,"Νερόμυλοι,οι",80,79,48,1,0,2,2,0,0,0,0,1,0,0,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121002020802,"Πρόδρομος,ο",102,101,64,2,0,0,1,0,0,0,0,0,1,0,0,0,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210020209,Δημοτική Κοινότητα Νοτίας,437,433,265,2,0,1,2,0,1,1,0,0,3,1,0,0,157,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,1121002020901,"Νότια,η",374,370,228,1,0,1,1,0,1,1,0,0,2,1,0,0,134,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,1121002020902,"Αετοχώριον,το",63,63,37,1,0,0,1,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210020210,Δημοτική Κοινότητα Περικλείας,279,274,163,4,0,1,2,0,1,0,0,0,4,0,0,0,99,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1121002021001,"Περίκλεια,η",215,210,127,3,0,1,1,0,1,0,0,0,3,0,0,0,74,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1121002021002,"Λαγκαδιά,η",64,64,36,1,0,0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210020211,Δημοτική Κοινότητα Φιλωτείας,293,285,208,2,0,3,1,0,1,0,0,0,16,1,0,0,53,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,1121002021101,"Φιλώτεια,η",293,285,208,2,0,3,1,0,1,0,0,0,16,1,0,0,53,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,11210020212,Δημοτική Κοινότητα Φούστανης,314,302,235,1,0,5,2,0,1,0,0,4,9,1,0,0,44,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121002021201,"Φούστανη,η",314,302,235,1,0,5,2,0,1,0,0,4,9,1,0,0,44,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210020213,Δημοτική Κοινότητα Χρυσής,310,263,167,2,1,0,1,0,0,0,0,0,6,0,0,0,86,47,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1121002021301,"Χρυσή,η",310,263,167,2,1,0,1,0,0,0,0,0,6,0,0,0,86,47,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,1121003,ΔΗΜΟΣ ΠΕΛΛΑΣ,26548,22203,14282,106,11,156,124,9,24,4,0,35,895,34,8,7,6508,4345,4063,1,0,16,7,8,0,0,0,6,234,3,0,1,6
6,112100301,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΓΙΑΝΝΙΤΣΩΝ,9759,7806,5715,41,10,67,53,3,11,2,0,14,437,11,2,6,1434,1953,1778,1,0,8,3,6,0,0,0,5,147,1,0,1,3
7,11210030101,Δημοτική Κοινότητα Γιαννιτσών,8555,6969,5261,36,10,56,46,3,11,2,0,13,418,10,1,6,1096,1586,1432,1,0,8,3,6,0,0,0,4,127,1,0,1,3
8,1121003010101,"Γιαννιτσά,τα",6850,5416,4220,22,2,46,38,3,11,2,0,6,371,8,1,6,680,1434,1291,1,0,8,3,6,0,0,0,4,116,1,0,1,3
8,1121003010102,"Αρχοντικόν,το",200,200,126,3,0,1,1,0,0,0,0,0,6,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121003010103,"Ασβεσταρειόν,το",58,45,35,2,0,0,1,0,0,0,0,0,0,0,0,0,7,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121003010104,"Δαμιανόν,το",197,120,65,1,0,0,2,0,0,0,0,0,4,0,0,0,48,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121003010105,"Ελευθεροχώριον,το",327,321,265,4,7,0,0,0,0,0,0,3,1,0,0,0,41,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121003010106,"Λεπτοκαρυά,η",103,65,46,1,0,0,1,0,0,0,0,0,3,0,0,0,14,38,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1121003010107,"Μεσιανόν,το",239,234,160,1,0,0,1,0,0,0,0,0,6,0,0,0,66,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1121003010108,"Παραλίμνη,η",581,568,344,2,1,9,2,0,0,0,0,4,27,2,0,0,177,13,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0
7,11210030102,Δημοτική Κοινότητα Αμπελειών,672,488,242,3,0,1,4,0,0,0,0,1,14,0,1,0,222,184,166,0,0,0,0,0,0,0,0,0,18,0,0,0,0
8,1121003010201,"Αμπελείαι,αι",672,488,242,3,0,1,4,0,0,0,0,1,14,0,1,0,222,184,166,0,0,0,0,0,0,0,0,0,18,0,0,0,0
7,11210030103,Δημοτική Κοινότητα Μελισσίου,532,349,212,2,0,10,3,0,0,0,0,0,5,1,0,0,116,183,180,0,0,0,0,0,0,0,0,1,2,0,0,0,0
8,1121003010301,"Μελίσσιον,το",532,349,212,2,0,10,3,0,0,0,0,0,5,1,0,0,116,183,180,0,0,0,0,0,0,0,0,1,2,0,0,0,0
6,112100302,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΡΥΑΣ ΒΡΥΣΗΣ,5057,4475,2460,13,1,34,19,1,6,0,0,7,137,4,6,1,1786,582,539,0,0,3,1,1,0,0,0,1,35,0,0,0,2
7,11210030201,Δημοτική Κοινότητα Κρύας Βρύσης,3081,2650,1436,5,1,24,13,1,2,0,0,2,101,2,5,1,1057,431,399,0,0,3,1,1,0,0,0,1,24,0,0,0,2
8,1121003020101,"Κρύα Βρύση,η",3081,2650,1436,5,1,24,13,1,2,0,0,2,101,2,5,1,1057,431,399,0,0,3,1,1,0,0,0,1,24,0,0,0,2
7,11210030202,Δημοτική Κοινότητα Αγίου Λουκά,689,623,290,4,0,4,1,0,2,0,0,2,11,0,0,0,309,66,64,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,1121003020201,"Άγιος Λουκάς,ο",689,623,290,4,0,4,1,0,2,0,0,2,11,0,0,0,309,66,64,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,11210030203,Δημοτική Κοινότητα Ακρολίμνης,494,426,307,1,0,0,1,0,1,0,0,2,11,2,0,0,101,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121003020301,"Ακρολίμνη,η",494,426,307,1,0,0,1,0,1,0,0,2,11,2,0,0,101,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210030204,Δημοτική Κοινότητα Εσωβάλτων,793,776,427,3,0,6,4,0,1,0,0,1,14,0,1,0,319,17,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0
8,1121003020401,"Εσώβαλτα,τα",517,506,279,2,0,2,3,0,0,0,0,0,8,0,1,0,211,11,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0
8,1121003020402,"Σταυροδρόμιον,το",276,270,148,1,0,4,1,0,1,0,0,1,6,0,0,0,108,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,112100303,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΥΡΡΟΥ,3639,3086,1992,14,0,16,22,0,3,1,0,6,82,6,0,0,944,553,522,0,0,3,3,1,0,0,0,0,24,0,0,0,0
7,11210030301,Δημοτική Κοινότητα Μυλοτόπου,1002,923,681,7,0,8,7,0,0,1,0,1,23,1,0,0,194,79,77,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8,1121003030101,"Νέος Μυλότοπος,ο",965,886,661,6,0,8,6,0,0,1,0,1,21,1,0,0,181,79,77,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8,1121003030102,"Κρώμνη,η",37,37,20,1,0,0,1,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210030302,Δημοτική Κοινότητα Αξού,590,414,278,1,0,1,4,0,0,0,0,1,20,0,0,0,109,176,170,0,0,0,1,0,0,0,0,0,5,0,0,0,0
8,1121003030201,"Αξός,η",554,380,258,1,0,1,3,0,0,0,0,1,20,0,0,0,96,174,168,0,0,0,1,0,0,0,0,0,5,0,0,0,0
8,1121003030202,"Ποντοχώριον,το",36,34,20,0,0,0,1,0,0,0,0,0,0,0,0,0,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210030303,Δημοτική Κοινότητα Αραβησσού,839,677,426,1,0,6,4,0,0,0,0,1,23,2,0,0,214,162,144,0,0,1,1,1,0,0,0,0,15,0,0,0,0
8,1121003030301,"Αραβησσός,η",839,677,426,1,0,6,4,0,0,0,0,1,23,2,0,0,214,162,144,0,0,1,1,1,0,0,0,0,15,0,0,0,0
7,11210030304,Δημοτική Κοινότητα Αχλαδοχωρίου,299,281,164,1,0,0,2,0,1,0,0,1,3,0,0,0,109,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121003030401,"Αχλαδοχώριον,το",299,281,164,1,0,0,2,0,1,0,0,1,3,0,0,0,109,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210030305,Δημοτική Κοινότητα Λάκκας,223,177,100,1,0,0,1,0,0,0,0,0,2,0,0,0,73,46,44,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8,1121003030501,"Λάκκα,η",223,177,100,1,0,0,1,0,0,0,0,0,2,0,0,0,73,46,44,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,11210030306,Δημοτική Κοινότητα Παλαιού Μυλοτόπου,430,398,223,2,0,0,2,0,1,0,0,1,4,2,0,0,163,32,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,1121003030601,"Παλαιός Μυλότοπος,ο",430,398,223,2,0,0,2,0,1,0,0,1,4,2,0,0,163,32,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,11210030307,Δημοτική Κοινότητα Πλαγιαρίου,256,216,120,1,0,1,2,0,1,0,0,1,7,1,0,0,82,40,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,1121003030701,"Πλαγιάριον,το",256,216,120,1,0,1,2,0,1,0,0,1,7,1,0,0,82,40,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6,112100304,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ,4187,3779,2225,17,0,23,16,4,1,1,0,7,123,3,0,0,1359,408,400,0,0,2,0,0,0,0,0,0,6,0,0,0,0
7,11210030401,Δημοτική Κοινότητα Γαλατάδων,969,931,582,2,0,4,2,1,0,0,0,1,34,1,0,0,304,38,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1121003040101,"Γαλατάδες,οι",969,931,582,2,0,4,2,1,0,0,0,1,34,1,0,0,304,38,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,11210030402,Δημοτική Κοινότητα Αγίου Γεωργίου,154,153,92,1,0,1,1,0,0,0,0,0,6,0,0,0,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121003040201,"Άγιος Γεώργιος,ο",154,153,92,1,0,1,1,0,0,0,0,0,6,0,0,0,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210030403,Δημοτική Κοινότητα Δροσερού,353,324,203,2,0,0,3,0,0,1,0,2,3,1,0,0,109,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121003040301,"Δροσερόν,το",353,324,203,2,0,0,3,0,0,1,0,2,3,1,0,0,109,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210030404,Δημοτική Κοινότητα Καρυωτίσσης,994,879,583,2,0,17,3,2,1,0,0,3,27,0,0,0,241,115,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,1121003040401,"Καρυώτισσα,η",994,879,583,2,0,17,3,2,1,0,0,3,27,0,0,0,241,115,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,11210030405,Δημοτική Κοινότητα Λιπαρού,251,246,145,2,0,0,2,0,0,0,0,0,7,0,0,0,90,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121003040501,"Λιπαρόν,το",251,246,145,2,0,0,2,0,0,0,0,0,7,0,0,0,90,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11210030406,Δημοτική Κοινότητα Παλαιφύτου,768,565,290,5,0,1,2,1,0,0,0,1,31,1,0,0,233,203,197,0,0,1,0,0,0,0,0,0,5,0,0,0,0
8,1121003040601,"Παλαίφυτον,το",768,565,290,5,0,1,2,1,0,0,0,1,31,1,0,0,233,203,197,0,0,1,0,0,0,0,0,0,5,0,0,0,0
7,11210030407,Δημοτική Κοινότητα Τριφυλλίου,698,681,330,3,0,0,3,0,0,0,0,0,15,0,0,0,330,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121003040701,"Τριφύλλιον,το",368,357,172,1,0,0,2,0,0,0,0,0,8,0,0,0,174,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1121003040702,"Γυψοχώριον,το",330,324,158,2,0,0,1,0,0,0,0,0,7,0,0,0,156,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,112100305,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΕΛΛΑΣ,3906,3057,1890,21,0,16,14,1,3,0,0,1,116,10,0,0,985,849,824,0,0,0,0,0,0,0,0,0,22,2,0,0,1
7,11210030501,Δημοτική Κοινότητα Πέλλης,1110,955,671,1,0,4,5,0,1,0,0,1,27,8,0,0,237,155,149,0,0,0,0,0,0,0,0,0,6,0,0,0,0
8,1121003050101,"Πέλλα,η",1110,955,671,1,0,4,5,0,1,0,0,1,27,8,0,0,237,155,149,0,0,0,0,0,0,0,0,0,6,0,0,0,0
7,11210030502,Δημοτική Κοινότητα Αγροσυκέας,286,238,133,5,0,0,1,0,0,0,0,0,5,0,0,0,94,48,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8,1121003050201,"Αγροσυκέα,η",286,238,133,5,0,0,1,0,0,0,0,0,5,0,0,0,94,48,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0
7,11210030503,Δημοτική Κοινότητα Αθύρων,896,576,308,3,0,1,2,0,0,0,0,0,34,0,0,0,228,320,312,0,0,0,0,0,0,0,0,0,7,1,0,0,0
8,1121003050301,"Άθυρα,τα",896,576,308,3,0,1,2,0,0,0,0,0,34,0,0,0,228,320,312,0,0,0,0,0,0,0,0,0,7,1,0,0,0
7,11210030504,Δημοτική Κοινότητα Δυτικού,291,142,53,2,0,4,2,0,0,0,0,0,6,0,0,0,75,149,147,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1121003050401,"Δυτικόν,το",291,142,53,2,0,4,2,0,0,0,0,0,6,0,0,0,75,149,147,0,0,0,0,0,0,0,0,0,0,1,0,0,1
